procedures,provstem,gp_prov_address_suburb,gp_prov_address_state,gp_prov_address_postcode,lon,lat
2,272677,BENOWA,QLD,4217,153.4122,-28.00878
1,272677,JIMBOOMBA,QLD,4280,153.0486,-27.81609
12,272677,ROBINA,QLD,4226,153.4028,-28.06794
6,272677,SALISBURY,QLD,4107,153.0306,-27.55205
1,272677,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
83,272677,SOUTHPORT,QLD,4215,153.3979,-27.96713
177,272677,SUNNYBANK,QLD,4109,153.0574,-27.57925
1,272680,SOUTHPORT,QLD,4215,153.3979,-27.96713
1,272729,MELBOURNE,VIC,3000,144.9568,-37.8174
1,272805,10 PALMERSTON ST,VIC,3850,147.1062,-38.22419
1,272818,PORT HEDLAND,WA,6721,118.4417,-20.7108
390,272818,SUBIACO,WA,6008,115.8114,-31.9566
73,272823,BROOME,WA,6725,122.7538,-18.77337
23,272823,DERBY,WA,6728,124.592,-17.09061
2,272823,HALLS CREEK,WA,6770,127.3208,-18.70551
1,272823,JOONDALUP,WA,6027,115.7564,-31.76335
89,272823,KUNUNURRA,WA,6743,129.662,-17.29353
1,272825,MURDOCH,WA,6150,115.8336,-32.06168
1,272853,CECIL HILLS,NSW,2171,150.9709,-33.95962
4,272865,ADELAIDE,SA,5000,138.6086,-34.93746
51,272865,MODBURY,SA,5092,138.6802,-34.82132
38,272865,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
2,272865,TOORAK GARDENS,SA,5065,138.634,-34.94036
1,272875,RICHMOND,VIC,3121,145.0018,-37.8233
20,272877,GEELONG,VIC,3220,144.3465,-38.15704
35,272877,WAURN PONDS,VIC,3216,144.334,-38.2159
6,272940,ST ALBANS,VIC,3021,144.7967,-37.74336
1,272956,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
1,272956,MALVERN,VIC,3144,145.0341,-37.85744
26,272956,RINGWOOD EAST,VIC,3135,145.2482,-37.8196
72,273034,BERWICK,VIC,3806,145.3495,-38.02502
1,273034,HYDE PARK,QLD,4812,146.7877,-19.28663
6,273034,MORNINGTON,VIC,3931,145.0495,-38.23004
14,273034,WEST MELBOURNE,VIC,3003,144.9496,-37.81087
1,273135,AUCHENFLOWER,QLD,4066,152.9641,-27.47987
57,273135,BROOKWATER,QLD,4300,152.885,-27.68227
39,273135,HERSTON,QLD,4006,153.1752,-27.36618
1,273135,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
120,273135,SPRING HILL,QLD,4000,153.0221,-27.46839
7,273135,SPRINGFIELD CENT,QLD,4300,152.885,-27.68227
296,273170,GREENSLOPES,QLD,4120,153.0442,-27.50871
2,273170,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
1,273170,SPRINGFIELD CENT,QLD,4300,152.885,-27.68227
1,273170,WEST END,QLD,4101,153.0097,-27.48425
158,273182,BIRTINYA,QLD,4575,153.1195,-26.74204
1,273182,JANDOWAE HOSPITAL,QLD,4410,151.0835,-26.73175
5,273182,NAMBOUR,QLD,4560,152.9174,-26.63509
1,273201,SALISBURY,QLD,4107,153.0306,-27.55205
16,273208,FITZROY,VIC,3065,144.9778,-37.80261
80,273246,EAST BRISBANE,QLD,4169,153.041,-27.48418
9,273246,HERSTON,QLD,4006,153.1752,-27.36618
7,273246,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
1,273246,TWEED HEADS,NSW,2485,153.5268,-28.18424
308,273252,BIRTINYA,QLD,4575,153.1195,-26.74204
1,273252,BURNIE,TAS,7320,145.8621,-41.08422
184,273252,CABOOLTURE,QLD,4510,152.9603,-27.07018
1,273252,CHERMSIDE WEST,QLD,4032,153.0195,-27.3856
84,273252,NAMBOUR,QLD,4560,152.9174,-26.63509
192,273252,NOOSAVILLE,QLD,4566,153.0474,-26.41173
642,273253,ROCKHAMPTON,QLD,4700,150.9581,-23.18017
22,273253,THE RANGE,QLD,4700,150.9581,-23.18017
189,273261,TIWI,NT,0810,130.877,-12.37845
8,273281,BALLARAT CENTRAL,VIC,3350,143.8645,-37.57194
404,273281,WENDOUREE,VIC,3355,143.8256,-37.53028
1,273287,MONTMORENCY,VIC,3094,145.1247,-37.71976
1,273298,HAWTHORN,VIC,3122,145.0306,-37.82272
1,273348,ROYAL PERTH HOSPITAL,WA,6000,115.8599,-31.94876
1,273485,BURNIE,TAS,7320,145.8621,-41.08422
533,273485,CAIRNS,QLD,4870,145.7423,-16.92376
60,273485,DOUGLAS,QLD,4814,146.7547,-19.28582
15,273485,MAREEBA,QLD,4880,145.3831,-16.97234
1,273682,TUGGERANONG,ACT,2900,149.0638,-35.41891
4,273702,BORONIA,VIC,3155,145.2844,-37.8618
67,273702,BOX HILL,VIC,3128,145.1224,-37.82887
59,273702,CLAYTON,VIC,3168,145.1266,-37.91342
3,273702,MOORABBIN,VIC,3189,145.0478,-37.94202
204,273803,BIRTINYA,QLD,4575,153.1195,-26.74204
1,273803,BLACKALL HOSPITAL,QLD,4472,145.1412,-24.78415
4,273803,MAROOCHYDORE,QLD,4558,153.0754,-26.65507
1,273803,NAMBOUR,QLD,4560,152.9174,-26.63509
417,273803,NOOSAVILLE,QLD,4566,153.0474,-26.41173
56,273870,CABOOLTURE,QLD,4510,152.9603,-27.07018
35,273870,DOUGLAS,QLD,4814,146.7547,-19.28582
2,273889,CARINGBAH,NSW,2229,151.1201,-34.05494
1,273889,HURSTVILLE,NSW,2220,151.1018,-33.96669
92,273889,KOGARAH,NSW,2217,151.1404,-33.97435
66,273889,MIRANDA,NSW,2228,151.1016,-34.03769
5,273889,ROYAL HOSPITAL FOR WOMEN,NSW,2031,151.2392,-33.91483
2,273925,U 1 DAN EVERSON PODIATRY,QLD,4558,153.0754,-26.65507
1,274173,ASHFORD,SA,5035,138.5752,-34.95208
2,274207,BROKEN HILL,NSW,2880,142.2034,-30.17044
188,274207,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
1,274361,WENTWORTH POINT,NSW,2127,NULL,NULL
1,274363,PALMERIN ST MEDICAL PRAC,QLD,4370,152.0552,-28.25976
149,274390,MOUNT LAWLEY,WA,6050,115.8719,-31.93057
657,274454,BERWICK,VIC,3806,145.3495,-38.02502
61,274472,CAIRNS,QLD,4870,145.7423,-16.92376
1,274494,MATER MISER HOSP,NSW,2065,151.1922,-33.82836
1,274494,PORT MACQUARIE PRIV HOSP,NSW,2444,152.8725,-31.43961
150,274494,ST LEONARDS,NSW,2065,151.1922,-33.82836
235,274588,BENOWA,QLD,4217,153.4122,-28.00878
1,274646,BUNDABERG,QLD,4670,152.2979,-24.88776
371,274646,FRANKSTON,VIC,3199,145.136,-38.16258
78,274659,BUNDOORA,VIC,3083,145.0562,-37.70135
1,274659,HEIDELBERG,VIC,3084,145.0827,-37.74441
4,274659,SUNSHINE HOSPITAL,VIC,3021,144.7967,-37.74336
1,274887,JOONDALUP,WA,6027,115.7564,-31.76335
184,275241,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
4,275241,WOOLLOONGABBA,QLD,4102,153.0328,-27.49546
71,275265,ASHFORD,SA,5035,138.5752,-34.95208
1,275661,74 CAMOOWEAL ST,QLD,4825,137.4323,-21.01733
54,275668,DOUGLAS,QLD,4814,146.7547,-19.28582
1,275688,SHERBOURNE HOUSE,VIC,3094,145.1247,-37.71976
2,275702,TIWI,NT,0810,130.877,-12.37845
38,275893,CLEVELAND,QLD,4163,153.2657,-27.53522
5,275893,WYNNUM WEST,QLD,4178,153.2326,-27.42565
232,276155,MUSWELLBROOK,NSW,2333,150.702,-32.24857
330,276190,WANGARATTA,VIC,3677,146.3306,-36.35802
58,276222,DEAKIN,ACT,2600,149.2011,-35.30291
1,276261,NOWRA,NSW,2541,150.451,-34.99059
1,276279,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
62,276285,BUNDABERG,QLD,4670,152.2979,-24.88776
1,276422,SOUTH HEDLAND,WA,6722,118.6067,-20.40785
45,276451,ST LEONARDS,NSW,2065,151.1922,-33.82836
147,276451,WAHROONGA,NSW,2076,151.1082,-33.72326
1,277139,MANLY WEST,QLD,4179,153.234,-27.39082
1,277245,BRIGHTON EAST,VIC,3187,145.0136,-37.92537
1,277412,PORT AUGUSTA,SA,5700,137.7031,-32.73576
1,277439,ROSEBUD,VIC,3939,144.9004,-38.42776
1,277555,BUNDOORA,VIC,3083,145.0562,-37.70135
4,277558,AUBURN,NSW,2144,151.0267,-33.85187
30,277558,BLACKTOWN,NSW,2148,150.9005,-33.78375
1,277558,MT DRUITT HOSPITAL,NSW,2770,150.8102,-33.75644
2,277558,ORANGE BASE HOSPITAL,NSW,2800,149.1163,-33.23393
11,277558,TAREE,NSW,2430,152.5032,-31.89931
1,277903,LISMORE BASE HOSPITAL,NSW,2480,153.2594,-28.70649
1,277934,GRACEVILLE,QLD,4075,152.9756,-27.55214
83,277939,GLADSTONE,QLD,4680,151.9173,-23.44683
1,278240,CLEVELAND,QLD,4163,153.2657,-27.53522
142,278592,BONDI JUNCTION,NSW,2022,151.2451,-33.8964
1,278592,GLEBE,NSW,2037,151.1845,-33.88018
4,278592,RANDWICK,NSW,2031,151.2392,-33.91483
35,278592,WOOLLAHRA,NSW,2025,151.2405,-33.88871
3,278687,ALBURY,NSW,2640,147.0266,-36.0162
1,278687,WAGGA WAGGA,NSW,2650,147.3762,-35.07459
165,278687,WEST ALBURY,NSW,2640,147.0266,-36.0162
2,278687,WODONGA,VIC,3690,146.8644,-36.13572
1,278758,FRANKSTON,VIC,3199,145.136,-38.16258
1,278890,GRAFTON,NSW,2460,153.2711,-29.32077
5,278890,LISMORE BASE HOSPITAL,NSW,2480,153.2594,-28.70649
142,278890,THE RANGE,QLD,4700,150.9581,-23.18017
1,278936,TIMBOON,VIC,3268,142.9089,-38.5358
1,278963,ALEXANDRIA,NSW,2015,151.1948,-33.91011
31,278963,BONDI JUNCTION,NSW,2022,151.2451,-33.8964
180,278963,RANDWICK,NSW,2031,151.2392,-33.91483
45,278963,SYDNEY,NSW,2000,151.2567,-33.85995
2,279011,BRIDGETOWN HOSPITAL,WA,6255,116.1554,-33.9716
1,279011,COOEE,TAS,7320,145.8621,-41.08422
4,279011,FREMANTLE,WA,6160,115.7545,-32.05407
1,279011,KARRATHA,WA,6714,116.3499,-21.14506
1,279011,MIDLAND,WA,6056,116.0261,-31.8384
39,279011,MURDOCH,WA,6150,115.8336,-32.06168
2,279011,ST JOHN OF GOD HOSPITAL,WA,6230,115.6492,-33.34108
1,279011,WAIKIKI,WA,6169,115.7639,-32.3385
2,279011,WERRIBEE,VIC,3030,144.6421,-37.91624
164,279129,ALBANY,WA,6330,117.8633,-34.90544
1,279129,CUNNAMULLA,QLD,4490,145.5963,-28.41805
2,279129,GOONDIWINDI,QLD,4390,150.321,-28.22891
1,279129,STANTHORPE,QLD,4380,151.6754,-28.66459
1,279189,MIDLAND,WA,6056,116.0261,-31.8384
1,279475,KINGSWOOD,NSW,2747,150.7394,-33.72232
1,279475,WEST GLADSTONE,QLD,4680,151.9173,-23.44683
1,279475,WESTMEAD,NSW,2145,150.9574,-33.8131
7,279546,BARANGAROO,NSW,2000,151.2567,-33.85995
21,279546,SYDNEY,NSW,2000,151.2567,-33.85995
1,279558,LAURIETON,NSW,2443,152.7471,-31.72544
3,279605,BELLA VISTA,NSW,2153,150.9559,-33.73165
35,279605,BLACKTOWN,NSW,2148,150.9005,-33.78375
1,279605,CASUARINA,NT,0810,130.877,-12.37845
8,279605,CONCORD,NSW,2139,151.0952,-33.83599
2,279670,ALICE SPRINGS,NT,0871,130.8406,-12.4361
1,279670,COFFS HARBOUR,NSW,2450,152.6583,-30.09773
1,279670,GRAFTON,NSW,2460,153.2711,-29.32077
114,279670,HERVEY BAY,QLD,4655,152.7837,-25.338
40,279670,MARYBOROUGH,QLD,4650,152.7913,-25.64098
1,279670,MEADOWBROOK,QLD,4131,153.1361,-27.66991
1,279670,TWEED HEADS,NSW,2485,153.5268,-28.18424
5,279670,WHYALLA,SA,5600,137.2773,-33.03634
1,279670,WOMEN'S HLTH & IMS CLINI,VIC,3850,147.1062,-38.22419
158,280148,CHARLESTOWN,NSW,2290,151.7078,-32.98396
8,280148,MEREWETHER,NSW,2291,151.7429,-32.95104
98,280148,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
13,280148,WARNERS BAY,NSW,2282,151.6513,-32.98728
1,280320,HAND SURGERY,NSW,2165,150.9475,-33.87244
11,280376,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
633,280520,LAMBTON,NSW,2299,151.7046,-32.90982
6,280520,NEW LAMBTON HTS,NSW,2305,151.7065,-32.93022
2,280709,GYMPIE,QLD,4570,152.6169,-26.15383
112,280739,DEAKIN,ACT,2600,149.2011,-35.30291
1,280739,GARRAN,ACT,2605,149.0935,-35.33582
1,280820,MOUNT WARRIGAL,NSW,2528,150.8551,-34.54872
174,280820,WOLLONGONG,NSW,2500,150.8743,-34.42317
22,280993,BEAUDESERT,QLD,4285,152.9751,-28.05698
6,280993,HERVEY BAY,QLD,4655,152.7837,-25.338
12,280993,MEADOWBROOK,QLD,4131,153.1361,-27.66991
7,280993,PARK RIDGE,QLD,4125,153.0411,-27.73043
4,281320,BLACKTOWN,NSW,2148,150.9005,-33.78375
8,281320,WESTMEAD,NSW,2145,150.9574,-33.8131
1,281413,NEWTOWN,NSW,2042,151.1754,-33.90065
204,281413,RANDWICK,NSW,2031,151.2392,-33.91483
1,281545,BOX HILL,VIC,3128,145.1224,-37.82887
36,281545,UPPER FERNTREE G,VIC,3156,145.2929,-37.91793
1,281963,ASHFORD,SA,5035,138.5752,-34.95208
272,281963,BEDFORD PARK,SA,5042,138.575,-35.00734
11,281963,STIRLING,SA,5152,138.704,-34.9984
290,283100,BUNBURY,WA,6230,115.6492,-33.34108
1,283154,81 CRESSY RD,NSW,2113,151.1302,-33.79419
1,283331,ALFRED HOSPITAL,VIC,3004,144.9702,-37.84425
4,283331,BELLA VISTA,NSW,2153,150.9559,-33.73165
1,283331,BERWICK,VIC,3806,145.3495,-38.02502
6,283331,BLACKTOWN,NSW,2148,150.9005,-33.78375
5,283331,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
5,283439,COOLOONGUP,WA,6168,115.7577,-32.28196
1,283439,MURDOCH,WA,6150,115.8336,-32.06168
113,283446,GERALDTON,WA,6530,114.8625,-28.80249
175,283446,MURDOCH,WA,6150,115.8336,-32.06168
4,283446,SUBIACO,WA,6008,115.8114,-31.9566
1,283451,MOUNT NASURA,WA,6112,NULL,NULL
1,283451,NEDLANDS,WA,6009,115.8047,-31.98579
116,283451,SUBIACO,WA,6008,115.8114,-31.9566
1,283483,FRANKSTON,VIC,3199,145.136,-38.16258
1,283504,FRANKSTON,VIC,3199,145.136,-38.16258
347,283504,MORNINGTON,VIC,3931,145.0495,-38.23004
25,283510,BUNDOORA,VIC,3083,145.0562,-37.70135
573,283510,HEIDELBERG,VIC,3084,145.0827,-37.74441
3,283514,ATHERTON,QLD,4883,145.4767,-17.33327
8,283514,BERWICK,VIC,3806,145.3495,-38.02502
52,283514,CAIRNS,QLD,4870,145.7423,-16.92376
1,283514,LOCKHART RIVER,QLD,4892,143.4581,-17.8117
4,283514,MAREEBA,QLD,4880,145.3831,-16.97234
13,283514,MOSSMAN,QLD,4873,145.2991,-16.23085
1,283533,BUNDOORA,VIC,3083,145.0562,-37.70135
1,283533,EPPING,VIC,3076,145.0221,-37.6436
1,283536,FITZROY,VIC,3065,144.9778,-37.80261
1,283566,VIEWBANK,VIC,3084,145.0827,-37.74441
57,283602,BUNDOORA,VIC,3083,145.0562,-37.70135
1,283602,HEIDELBERG,VIC,3084,145.0827,-37.74441
7,283627,CLAYTON,VIC,3168,145.1266,-37.91342
1,283627,MALVERN,VIC,3144,145.0341,-37.85744
27,283669,BUNDOORA,VIC,3083,145.0562,-37.70135
1,283669,PLENTY VALLEY COMM HEALT,VIC,3076,145.0221,-37.6436
3,283701,ROBINA,QLD,4226,153.4028,-28.06794
18,283701,SOUTHPORT,QLD,4215,153.3979,-27.96713
82,283706,HERSTON,QLD,4006,153.1752,-27.36618
26,283757,MURDOCH,WA,6150,115.8336,-32.06168
9,283757,SUBIACO,WA,6008,115.8114,-31.9566
3,283761,ROCKHAMPTON BASE HOSPITA,QLD,4700,150.9581,-23.18017
4,283761,THE RANGE,QLD,4700,150.9581,-23.18017
558,283829,GREENSLOPES,QLD,4120,153.0442,-27.50871
1,283829,L 2,QLD,4215,153.3979,-27.96713
1,283829,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
2,283839,HOBART,TAS,7000,147.308,-42.87835
284,283950,WANGARATTA,VIC,3677,146.3306,-36.35802
1,283950,WENDOUREE,VIC,3355,143.8256,-37.53028
599,283960,SUBIACO,WA,6008,115.8114,-31.9566
149,283971,LENAH VALLEY,TAS,7008,147.2933,-42.86193
2,284015,BIRTINYA,QLD,4575,153.1195,-26.74204
13,284015,BUNDALL,QLD,4217,153.4122,-28.00878
1,284015,CALOUNDRA,QLD,4551,153.0884,-26.82807
1,284015,MALENY,QLD,4552,152.7669,-26.7343
2,284015,NAMBOUR,QLD,4560,152.9174,-26.63509
1,284015,SOUTHPORT,QLD,4215,153.3979,-27.96713
1,284015,SPRINGFIELD,QLD,4300,152.885,-27.68227
14,284178,CAIRNS,QLD,4870,145.7423,-16.92376
11,284178,INNISFAIL,QLD,4860,145.8888,-17.52034
2,284178,LOCKHART RIVER,QLD,4892,143.4581,-17.8117
18,284188,CLEVELAND,QLD,4163,153.2657,-27.53522
3,284188,COOKTOWN M/PURPOSE HTH S,QLD,4895,NULL,NULL
1,284188,GYNAECOLOGY,QLD,4108,153.0202,-27.56836
1,284188,LAURA,QLD,4871,145.9941,-16.93418
2,284188,MATER HEALTH SERVICES,QLD,4101,153.0097,-27.48425
188,284188,MEADOWBROOK,QLD,4131,153.1361,-27.66991
1,284188,NORTH WARD,QLD,4810,146.7647,-19.22778
1,284188,SHOP 7 TALK SPEECH PATHO,SA,5051,138.6204,-35.03377
2,284188,SPRING HILL,QLD,4000,153.0221,-27.46839
1,284260,LYELL MCEWIN HEALTH SERV,SA,5112,138.6666,-34.72623
97,284260,TOOWOOMBA,QLD,4350,151.8527,-27.57631
1,284298,CABOOLTURE HOSPITAL,QLD,4510,152.9603,-27.07018
22,284573,ASHFORD,SA,5035,138.5752,-34.95208
2,284579,BEDFORD PARK,SA,5042,138.575,-35.00734
1,284615,BERWICK,VIC,3806,145.3495,-38.02502
27,284615,MIDLAND,WA,6056,116.0261,-31.8384
1,284615,SUBIACO,WA,6008,115.8114,-31.9566
30,284668,ELIZABETH VALE,SA,5112,138.6666,-34.72623
206,284668,IPSWICH,QLD,4305,152.7537,-27.62752
1,284668,TOORAK GARDENS,SA,5065,138.634,-34.94036
138,284686,BENTLEIGH EAST,VIC,3165,145.0594,-37.92237
1,284686,HEIDELBERG,VIC,3084,145.0827,-37.74441
2,284686,MALVERN,VIC,3144,145.0341,-37.85744
1,284686,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
2,284688,BELDON,WA,6027,115.7564,-31.76335
1,284689,HARTS RANGE,NT,0872,134.3822,-20.99854
2,284815,CALOUNDRA,QLD,4551,153.0884,-26.82807
4,284880,BROOME,WA,6725,122.7538,-18.77337
1,284880,CLAREMONT,WA,6010,115.7764,-31.97165
6,284880,ESPERANCE,WA,6450,122.2111,-33.40115
20,284880,KARRINYUP,WA,6018,115.7868,-31.89196
2,284880,SUBIACO,WA,6008,115.8114,-31.9566
1,285057,REVESBY,NSW,2212,151.0145,-33.94728
72,285066,BERWICK,VIC,3806,145.3495,-38.02502
1,285066,MALVERN,VIC,3144,145.0341,-37.85744
141,285066,MOUNT WAVERLEY,VIC,3149,145.1281,-37.88075
24,285323,RICHMOND,VIC,3121,145.0018,-37.8233
93,285323,ST ALBANS,VIC,3021,144.7967,-37.74336
1,285439,MARYBOROUGH,QLD,4650,152.7913,-25.64098
3,285439,OBSTETRICS & GYNAECOLOGY,QLD,4006,153.1752,-27.36618
42,285439,REDCLIFFE,QLD,4020,153.1064,-27.21436
19,285506,MOUNT LAWLEY,WA,6050,115.8719,-31.93057
2,285506,SUBIACO,WA,6008,115.8114,-31.9566
2,285506,WEST LEEDERVILLE,WA,6007,115.8343,-31.93567
1,285529,15 NICHOLSON ST,VIC,3204,145.0368,-37.91696
92,285533,EAST LAUNCESTON,TAS,7250,147.0776,-41.43225
8,285533,LAUNCESTON,TAS,7250,147.0776,-41.43225
25,285533,SOUTH LAUNCESTON,TAS,7249,147.1578,-41.47243
504,285557,MALVERN,VIC,3144,145.0341,-37.85744
1,285557,MOUNT WAVERLEY,VIC,3149,145.1281,-37.88075
1,285557,ROWVILLE,VIC,3178,145.2416,-37.92443
1,285557,WOLLONGONG,NSW,2500,150.8743,-34.42317
1,285589,BEDFORD PARK,SA,5042,138.575,-35.00734
1,285598,CLAYTON,VIC,3168,145.1266,-37.91342
144,285598,WENDOUREE,VIC,3355,143.8256,-37.53028
1,285678,DEE WHY,NSW,2099,151.28,-33.74891
1,285869,BOX HILL,VIC,3128,145.1224,-37.82887
9,285869,WARRAGUL,VIC,3820,145.9222,-38.20748
12,285970,BONDI JUNCTION,NSW,2022,151.2451,-33.8964
5,285970,CAMPERDOWN,NSW,2050,151.176,-33.89037
105,285970,SYDNEY,NSW,2000,151.2567,-33.85995
1,286021,ARMADALE,VIC,3143,145.0194,-37.85892
15,286021,DARLINGHURST,NSW,2010,151.2123,-33.88412
56,286100,KOGARAH,NSW,2217,151.1404,-33.97435
2,286100,PENSHURST,NSW,2222,151.0848,-33.96471
193,286642,JOONDALUP,WA,6027,115.7564,-31.76335
137,286766,FITZROY,VIC,3065,144.9778,-37.80261
272,286766,L 6,VIC,3002,144.9822,-37.81852
1,286766,PARKVILLE,VIC,3052,144.9489,-37.789
1,286807,ELIZABETH VALE,SA,5112,138.6666,-34.72623
34,286807,SOUTH TOOWOOMBA,QLD,4350,151.8527,-27.57631
1,286826,COWRA,NSW,2794,148.6648,-33.89851
85,286826,MUDGEE,NSW,2850,149.6029,-32.68503
262,286826,ORANGE,NSW,2800,149.1163,-33.23393
4,286996,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
280,286996,SPRING HILL,QLD,4000,153.0221,-27.46839
89,287070,GOSFORD,NSW,2250,151.1892,-33.32537
1,287070,HORNSBY,NSW,2077,151.0975,-33.69192
18,287070,MANLY,NSW,2095,151.2947,-33.81548
7,287070,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,287089,CURRIE,TAS,7256,144.1598,-39.83095
119,287089,IPSWICH,QLD,4305,152.7537,-27.62752
114,287243,EVERTON PARK,QLD,4053,152.9872,-27.39957
2,287383,131 ALBERT ST,VIC,3356,143.8285,-37.59228
1,287635,SUNSHINE BEACH,QLD,4567,153.097,-26.4086
15,287639,CAMPERDOWN,NSW,2050,151.176,-33.89037
78,287639,NORTH SYDNEY,NSW,2060,151.2046,-33.83986
1,287639,RANDWICK,NSW,2031,151.2392,-33.91483
1,287639,ST LEONARDS,NSW,2065,151.1922,-33.82836
109,287639,SYDNEY,NSW,2000,151.2567,-33.85995
1,287639,SYDNEY ADVENTIST HOSPITA,NSW,2076,151.1082,-33.72326
1,287639,THE TWEED HOSPITAL,NSW,2485,153.5268,-28.18424
2,287639,WESTMEAD HOSPITAL,NSW,2145,150.9574,-33.8131
20,288007,PARKVILLE,VIC,3052,144.9489,-37.789
4,288117,76 WRIGHTS RD,NSW,2155,150.9311,-33.73152
2,288127,CHATSWOOD,NSW,2067,151.1771,-33.79838
1,288182,AUCHENFLOWER,QLD,4066,152.9641,-27.47987
1,288182,BRISBANE,QLD,4000,153.0221,-27.46839
2,288182,BRISBANE,QLD,4001,NULL,NULL
2,288182,HERSTON,QLD,4006,153.1752,-27.36618
85,288182,IPSWICH,QLD,4305,152.7537,-27.62752
28,288182,KINGAROY,QLD,4610,151.5226,-26.5769
2,288182,REDCLIFFE,QLD,4020,153.1064,-27.21436
178,288182,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
1,288182,SOUTH TOOWOOMBA,QLD,4350,151.8527,-27.57631
4,288182,SPRING HILL,QLD,4000,153.0221,-27.46839
5,288182,TWEED HEADS,NSW,2485,153.5268,-28.18424
17,288182,WARWICK,QLD,4370,152.0552,-28.25976
40,288182,WYNNUM WEST,QLD,4178,153.2326,-27.42565
1,288277,ROBINA,QLD,4226,153.4028,-28.06794
1,288283,BATHURST,NSW,2795,149.4744,-33.8208
57,288283,GOSFORD,NSW,2250,151.1892,-33.32537
46,288283,WYONG,NSW,2259,151.3772,-33.2088
4,288306,BOX HILL,VIC,3128,145.1224,-37.82887
1,288306,MITCHAM,VIC,3132,145.1967,-37.81922
1,288306,WANTIRNA,VIC,3152,145.2217,-37.86495
38,288529,DOUGLAS,QLD,4814,146.7547,-19.28582
3,288716,BROKEN HILL,NSW,2880,142.2034,-30.17044
5,288716,ELIZABETH VALE,SA,5112,138.6666,-34.72623
6,288716,HOBART,TAS,7000,147.308,-42.87835
5,288716,MOUNT GAMBIER,SA,5290,140.7645,-37.83984
1,288716,NOWRA,NSW,2541,150.451,-34.99059
1,288716,SALE,VIC,3850,147.1062,-38.22419
8,288716,SWAN HILL,VIC,3585,143.3369,-35.34839
1,288716,WOLLONGONG,NSW,2500,150.8743,-34.42317
1,289073,MILDURA,VIC,3500,142.1542,-34.1931
224,289073,MOUNT NASURA,WA,6112,NULL,NULL
263,289129,CAIRNS DC,QLD,4870,145.7423,-16.92376
1,289129,SOUTH TOOWOOMBA,QLD,4350,151.8527,-27.57631
4,289460,DUDLEY PRIVATE HOSPITAL,NSW,2800,149.1163,-33.23393
4,289460,GATESHEAD,NSW,2290,151.7078,-32.98396
2,289460,KINGSWOOD,NSW,2747,150.7394,-33.72232
6,289460,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
2,289460,ORANGE BASE HOSPITAL,NSW,2800,149.1163,-33.23393
14,289460,ROBINA,QLD,4226,153.4028,-28.06794
1,289460,ROYAL HOBART HOSPITAL,TAS,7000,147.308,-42.87835
389,289460,SOUTHPORT,QLD,4215,153.3979,-27.96713
21,289483,AUBURN,NSW,2144,151.0267,-33.85187
1,289483,BELLA VISTA,NSW,2153,150.9559,-33.73165
42,289483,WESTMEAD,NSW,2145,150.9574,-33.8131
1,289703,ROYAL WOMENS HOSPITAL,VIC,3053,144.9661,-37.80357
1,289934,MOREE PLAINS HLTH SERV,NSW,2400,149.4621,-29.47492
1,290390,CLEVELAND,QLD,4163,153.2657,-27.53522
1,290390,HERSTON,QLD,4006,153.1752,-27.36618
3,290390,MARYBOROUGH,QLD,4650,152.7913,-25.64098
30,290390,MEADOWBROOK,QLD,4131,153.1361,-27.66991
2,290390,TWEED HEADS,NSW,2485,153.5268,-28.18424
30,290738,ADAMSTOWN,NSW,2289,151.7101,-32.94857
1,290738,GATESHEAD,NSW,2290,151.7078,-32.98396
263,290738,HAMILTON SOUTH,NSW,2303,151.7433,-32.92457
1,290738,KANWAL,NSW,2259,151.3772,-33.2088
200,290738,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
6,290738,U 5 BAYWAY CTR SURGERY,NSW,2282,151.6513,-32.98728
1,290788,71 NEWRY ST,VIC,3068,144.9862,-37.79097
31,290819,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
3,290819,LIVERPOOL,NSW,2170,150.9214,-33.92839
219,290848,GRIFFITH,NSW,2680,145.9146,-34.32142
1,290945,BELMONT,NSW,2280,151.6632,-33.01971
303,290945,BROADMEADOW,NSW,2292,151.7407,-32.93159
1,290945,CHARLESTOWN,NSW,2290,151.7078,-32.98396
462,290945,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
